date,ASUN,AXIA,CMCL,EDGR,FCA,INN,INV,NTFD,NED,PHL,SCIL,SIM,WPHL,ZIMW
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400

2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
2024-10-3,2565,9456,0,0,88975,1015,78988,0,0,6363,0,1480,0,6400
